Lemma;Haupteintrag;Wortart;Varianten;Werk;Band;Spalte;Zeile;IstVariante;ZusatzVhd;IstNachtrag;Nband;Nspalte;Nzeile
blonde;blont;a.;;;1;1005;31;1;;;;;
blondel;;a.;;tl;1;1005;3;0;0;;;;
blondet;;a.;;tl;1;1005;7;0;0;;;;
blondir;;v.;;tl;1;1005;15;0;0;;;;
blondoiier;;v.;;tl;1;1005;23;0;0;;;;
blondor;;s.f.;;tl;1;1005;27;0;0;;;;
blont;;a.;blonde;tl;1;1005;31;0;1;0;1;1257;23
bloquel;;s.m.;;tl;1;1006;10;0;1;0;1;1257;24
bloquete;boclete;s.f.;;;1;1021;34;1;;;;;
bloquier;ploquier;v.;;;7;1186;50;1;;;;;
blos;;a.;;tl;1;1006;18;0;1;0;1;1257;25
blostre;blestre;s.f.;;;1;1001;5;1;;;;;
blostros;blestros;a.;;;1;1001;21;1;;;;;
bluter;bureter;v.;;;1;1205;6;1;;;;;
bo;;s.m.;bou;tl;1;1006;45;0;1;0;1;1257;26
boban;;s.m.;beuban, bobon;tl;1;1007;12;0;0;;;;
bobance;;s.f.;beubance;tl;1;1007;29;0;0;;;;
bobancerie;;s.f.;;tl;1;1008;1;0;0;;;;
bobancier1;;v.;;tl;1;1008;9;0;0;;;;
bobancier2;;a.;;tl;1;1008;22;0;0;;;;
bobanços;;a.;;tl;1;1008;35;0;0;;;;
bobe;;s.f.;;tl;1;1008;39;0;0;;;;
bobee;;s.f.;;tl;1;1008;48;0;0;;;;
bobelin;;a., s.;;tl;1;1009;1;0;0
bobeliné;;a.;;tl;1;1009;23;0;0
bober;;v.;;tl;1;1009;27;0;0
bobert;;a.;;tl;1;1009;42;0;0
bobois;;s.m.;beubois;tl;1;1010;1;0;0
bobon;boban;s.m.;;;1;1007;12;1;
bobu;;a.;;tl;1;1010;9;0;0
boc;;s.m.;bouc;tl;1;1010;20;0;0
boce ;;s.f.;;tl;1;1012;7;0;0
boce1;;s.f.;boice;tl;1;1010;45;0;0
boce2;;s.f.;;tl;1;1012;1;0;0
bocel1;;s.m.;;tl;1;1012;16;0;0
bocel2;;s.m.;;tl;1;1012;18;0;0
bocel3;;s.m.;;tl;1;1012;23;0;0
bocelé;;a.;;tl;1;1013;39;0;0
boceré;;a.;;tl;1;1013;47;0;0
bocete;;s.f.;;tl;1;1014;15;0;0;;;;
boche;;s.f.;;tl;1;1014;24;0;0;;;;
bocherie;;s.f.;;tl;1;1017;43;0;0;;;;
bochet;;s.m.;;tl;1;1018;2;0;0;;;;
bochet;boquet;s.m.;;;1;1061;45;1;;;;;
bochete;;s.f.;;tl;1;1018;11;0;0;;;;
bochiee;;s.f.;;tl;1;1018;18;0;0;;;;
bochiel ;;s.m.;;tl;1;1018;31;0;0;;;;
bochier1;;v.;;tl;1;1018;37;0;0;;;;
bochier2;;s.m.;;tl;1;1018;49;0;0;;;;
bochil ;;s.m.;;tl;1;1019;20;0;0;;;;
bochon;borjon;s.m.;;;1;1074;19;1;;;;;
bochuel ;;s.m.;;tl;1;1019;26;0;0;;;;
bocier;;v.;;tl;1;1019;32;0;1;0;1;1257;27
boclal;;a., s.m.;;tl;1;1019;40;0;0;;;;
bocle;;s.f.;bogle;tl;1;1019;47;0;0;;;;
boclé;;a.;;tl;1;1020;42;0;0;;;;
bocler1;;a., s.m.;boclier, bogler, boglier;tl;1;1020;52;0;0;;;;
bocler2;;s.m.;;tl;1;1021;22;0;0;;;;
boclerie;;s.f.;;tl;1;1021;28;0;0;;;;
boclete;;s.f.;bloquete, boglete;tl;1;1021;34;0;0;;;;
boclier;;s.m.;blochier;tl;1;1021;45;0;0;;;;
boclier;bocler1;a., s.m.;;;1;1020;52;1;;;;;
boçoiier;;v.;;tl;1;1022;1;0;0;;;;
boços;;a.;;tl;1;1022;10;0;0;;;;
bocras;bogras;s.m.;;;1;1028;13;1;;;;;
boçu;;a.;;tl;1;1022;19;0;0;;;;
boçüel;;a.;;tl;1;1022;44;0;0;;;;
bodie;boisdie;s.f.;;;1;1032;28;1;;;;;
bodin;;s.m.;;tl;1;1023;1;0;1;0;1;1258;1
bodine;;s.f.;botine;tl;1;1023;10;0;0;;;;
bodme;bone;s.f. und m.;;;1;1055;29;1;;;;;
bodne;bone;s.f. und m.;;;1;1055;29;1;
bodon;bouzon;s.m.;;;1;1100;19;1;
böe;;s.f.;;tl;1;1023;47;0;0
böe;buie;s.f.;;;1;1194;39;1;
böel;;s.m.;boiel;tl;1;1024;23;0;0
böele;;s.f.;boiele;tl;1;1024;47;0;0
böelee;;s.f.;boielee;tl;1;1025;12;0;0
böeline;;s.f.;boline;tl;1;1025;19;0;0
boer;buer;adv.;;;1;1187;46;1;
böet;;s.m.;böete, boiot;tl;1;1025;29;0;0
böet;boiot;s.m.;;;1;1030;46;1;
böete;böet;s.m.;;;1;1025;29;1;
bofarder;;v.;;tl;1;1025;34;0;0
bofart;;s.m.;;tl;1;1025;40;0;0
bofee;;s.f.;bufee;tl;1;1025;41;0;0
bofer;;v.;bufer;tl;1;1026;1;0;0
bofi;;a.;bufi;tl;1;1026;13;0;0
bofoi;;s.m.;bufoi;tl;1;1026;19;0;0
bofois;;a.;bufois;tl;1;1027;1;0;0
bofu;;s.m.;;tl;1;1027;5;0;0
boge;;s.f.;;tl;1;1027;27;0;0
bogeraste;bogerastre;s.m.;;;1;1027;32;1;
bogerastre;;s.m.;bogeraste, borgerastre, boglerast(r)e;tl;1;1027;32;0;0
bogie;;s.f.;;tl;1;1027;47;0;0
bogle;bocle;s.f.;;;1;1019;47;1;
bogler;bocler1;a., s.m.;;;1;1020;52;1;
boglerast(r)e;bogerastre;s.m.;;;1;1027;32;1;
boglete;boclete;s.f.;;;1;1021;34;1;
boglier;bocler1;a., s.m.;;;1;1020;52;1;
bogras;;s.m.;bocras;tl;1;1028;13;0;0
boguerant;boquerant;s.m.;;;1;1060;50;1;
boharder;behoudor;s.;;;1;903;42;1;
bohorder;behorder;v.;;;1;902;48;1;
bohort;behort;s.m.;;;1;903;24;1;
boiasse;baiasse;s.f.;;;1;795;6;1;
boice;boce1;s.f.;;;1;1010;45;1;
boiçon;;s.f.;;tl;1;1028;23;0;0
boidie;boisdie;s.f.;;;1;1032;28;1;
boie;;s.f.;;tl;1;1028;37;0;0
boie;buie;s.f.;;;1;1194;39;1;
boiel;böel;s.m.;;;1;1024;23;1;
boiele;böele;s.f.;;;1;1024;47;1;
boielee;böelee;s.f.;;;1;1025;12;1;
boier1;;s.m.;;tl;1;1028;45;0;0
boier2;;s.m.;;tl;1;1028;49;0;0
boiere;;s.f.;;tl;1;1029;5;0;0
boille;;s.f.;brueille, buille;tl;1;1029;11;0;0
boillir;bolir;v.;;;1;1045;36;1;
boilloi;;s.m.;builloi;tl;1;1029;32;0;0;;;;
boillon;;s.m.;boullon;tl;1;1029;36;0;1;0;1;1258;3
boilloner;;v.;;tl;1;1030;38;0;0;;;;
boiot;;s.m.;böet;tl;1;1030;46;0;0;;;;
boiot;böet;s.m.;;;1;1025;29;1;;;;;
boire;;s.f.;;tl;1;1030;47;0;0;;;;
boire;boivre;v.;;;1;1037;50;1;;;;;
boiron;buiron2;s.m.;;;1;1197;16;1;;;;;
bois;;s.m.;bos;tl;1;1031;5;0;0;;;;
bois;buis;s.m.;;;1;1197;33;1;;;;;
boisart;;a., s.;;tl;1;1032;25;0;0;;;;
boisdie;;s.f.;bodie, boidie;tl;1;1032;28;0;0;;;;
boisdif;;a.;;tl;1;1033;3;0;0;;;;
boisdise;;s.f.;;tl;1;1033;8;0;0;;;;
boise1;;s.f.;bose;tl;1;1033;13;0;0;;;;
boise2;;s.f.;bose;tl;1;1033;39;0;0;;;;
boisement;;s.m.;;tl;1;1033;48;0;0
boisëor;;s.m., a.;;tl;1;1033;52;0;0
boiseresse;;a. f.;;tl;1;1034;19;0;0
boiserie;;s.f.;;tl;1;1034;23;0;0
boisie;;s.f.;;tl;1;1034;27;0;0
boisier1;;v.;bosier;tl;1;1034;34;0;0
boisier2;;a.;boisiere;tl;1;1035;27;0;0
boisiere;boisier2;a.;;;1;1035;27;1;
boisif;;a.;;tl;1;1035;31;0;0
boisine;buisine;s.f.;;;1;1198;25;1;
boisos;;a., s.;;tl;1;1035;34;0;0
boisse;broisse;s.f.;;;1;1165;12;1;
boisse1;;s.f.;broisse;tl;1;1035;37;0;0
boisse2;;s.f.;broisse;tl;1;1035;45;0;0
boissel;;s.m.;boistel;tl;1;1035;48;0;0
boisselee;;s.f.;;tl;1;1036;14;0;0
boisselet;;s.m.;;tl;1;1036;18;0;0
boisselier;;s.m.;;tl;1;1036;21;0;0
boisset;;s.m.;;tl;1;1036;23;0;0
boissier;buissier;v.;;;1;1199;50;1;
boissillon;;s.m.;;tl;1;1036;28;0;0
boisson;buisson;s.m.;;;1;1200;14;1;
boissoner;buissoner;v.;;;1;1200;38;1;
boissonet;buissonet;s.m.;;;1;1200;43;1;
boissonoi;buissonoi;s.m.;;;1;1201;6;1;
boissonos;buissonos;a.;;;1;1201;14;1;
boiste;;s.f.;boite;tl;1;1036;34;0;0
boistel;boissel;s.m.;;;1;1035;48;1;
boistelete;;s.f.;;tl;1;1037;18;0;0
boistete;;s.f.;;tl;1;1037;21;0;0
boistier;;s.m.;;tl;1;1037;26;0;0
boistos;;a.;;tl;1;1037;30;0;0
boite;boiste;s.f.;;;1;1036;34;1;;;;;
boitoire;;s.f.;;tl;1;1037;46;0;0;;;;
boivre;;v.;boire;tl;1;1037;50;0;1;0;1;1258;4
bojon;;s.m.;;tl;1;1041;26;0;0;;;;
bojon;borjon;s.m.;;;1;1074;19;1;;;;;
bojon;bouzon;s.m.;;;1;1100;19;1;;;;;
bolastre;;a.;;tl;1;1041;32;0;0;;;;
bole1;;s.f.;;tl;1;1041;37;0;0;;;;
bole2;;s.f.;;tl;1;1041;46;0;0;;;;
bole3;;s.f.;;tl;1;1042;33;0;0;;;;
bolenc;;s.m.;;tl;1;1042;40;0;0;;;;
bolenge;;s.f.;;tl;1;1042;44;0;0;;;;
bolengëiz;;a.;;tl;1;1043;1;0;0;;;;
bolengerie1;;s.f.;;tl;1;1043;5;0;0;;;;
bolengerie2;;s.f.;;tl;1;1043;9;0;0;;;;
bolengier1;;v.;;tl;1;1043;11;0;0;;;;
bolengier2;;s.m.;;tl;1;1043;16;0;0
bolengier3;;s.m.;;tl;1;1043;20;0;0
bolengiere;;s.f.;;tl;1;1043;33;0;0
bolëor;;s.m.;;tl;1;1043;36;0;0
boler1;;v.;;tl;1;1044;2;0;0
boler2;;v.;;tl;1;1044;7;0;0
bolerie1;;s.f.;;tl;1;1044;24;0;0
bolerie2;;s.f.;;tl;1;1044;26;0;0
bolet;;s.m.;;tl;1;1044;28;0;0
bolete;;s.f.;;tl;1;1044;36;0;0
bolëure;;s.f.;;tl;1;1044;41;0;0
bolevert;;s.m.;;tl;1;1044;46;0;0
boli;;s.m.;;tl;1;1045;5;0;0
bolie;;s.f.;;tl;1;1045;8;0;0
bolïel;;s.m.;;tl;1;1045;29;0;0
bolievre;;s.f. und m.;;tl;1;1045;33;0;0
boline;böeline;s.f.;;;1;1025;19;1;;;;;
bolir;;v.;boudre, buillir, boillir;tl;1;1045;36;0;0;;;;
bolon;;s.m.;;tl;1;1047;27;0;1;0;1;1258;6
bombare;;s.f. ;;tl;1;1047;30;0;0;;;;
bon;;a.;buen;tl;1;1047;34;0;0;;;;
bonace1;;s.f.;;tl;1;1052;34;0;0;;;;
bonace2;;a.;;tl;1;1052;37;0;0;;;;
bonage;;s.m.;;tl;1;1052;43;0;0;;;;
bonaventuros;;a.;;tl;1;1053;1;0;0;;;;
bondenel;bondonel;s.m.;;;1;1055;15;1;;;;;
bonder;;v.;;tl;1;1053;4;0;0;;;;
bondie;;s.f.;;tl;1;1053;9;0;0;;;;
bondiier;;v.;;tl;1;1053;48;0;0;;;;
bondir;;v.;;tl;1;1054;3;0;0;;;;
bondissement;;s.m.;;tl;1;1054;47;0;0;;;;
bondon;;s.m.;;tl;1;1055;1;0;0;;;;
bondonail;;s.m.;;tl;1;1055;8;0;0
bondonel;;s.m.;bondenel;tl;1;1055;15;0;0
bondoner;;v.;;tl;1;1055;18;0;0
bondonos;;a.;bondonose;tl;1;1055;26;0;0
bondonose;bondonos;a.;;;1;1055;26;1;
bone;;s.f. und m.;bodne, bodme, bosne, borne;tl;1;1055;29;0;0
bonele;;s.f.;;tl;1;1057;23;0;0
bonenc;;s.m.;bosnenc;tl;1;1057;30;0;0
boner;;v.;bosner, borner;tl;1;1057;39;0;0
bonet;;s.m.;;tl;1;1058;4;0;0
bonëuré;;a.;;tl;1;1058;22;0;0
bonëuros;;a.;;tl;1;1058;31;0;0
bonëurté;;s.f.;;tl;1;1058;35;0;0
bongon ;;s.m.;;tl;1;1058;45;0;0
bonier1;;s.m.;;tl;1;1058;49;0;0
bonier2;;a.;;tl;1;1059;11;0;0
boniface;;s.m. ;;tl;1;1059;16;0;0;;;;
bonisme;;a.;;tl;1;1059;20;0;0;;;;
bonoi;;s.m.;;tl;1;1059;29;0;0;;;;
bontable;;a.;;tl;1;1059;34;0;0;;;;
bonté;;s.f.;;tl;1;1059;39;0;0;;;;
bontif;;a.;;tl;1;1060;29;0;1;0;1;1258;8
böol;bëol;s.m.;;;1;922;24;1;;;;;
böos;;a.;;tl;1;1060;38;0;0;;;;
boquerant;;s.m.;boguerant;tl;1;1060;50;0;0;;;;
boquestain;;s.m.;;tl;1;1061;38;0;0;;;;
boquet;;s.m.;bochet;tl;1;1061;45;0;0;;;;
bor;buer;adv.;;;1;1187;46;1;;;;;
borage;;s.f.;;tl;1;1062;2;0;0;;;;
borbe;;s.f.;;tl;1;1062;10;0;0;;;;
borbeillier;;v.;;tl;1;1062;20;0;0;;;;
borbelier;;s.m.;;tl;1;1062;26;0;0;;;;
borberel;;s.m.;;tl;1;1062;32;0;0;;;;
borbete;;s.f.;;tl;1;1062;36;0;0;;;;
borbeter;;v.;;tl;1;1062;42;0;0;;;;
borbier;;s.m.;;tl;1;1063;15;0;0;;;;
borbote;;s.f.;;tl;1;1063;25;0;0;;;;
borc;;s.m.;;tl;1;1063;32;0;0;;;;
borcmaistre;;s.m.;;tl;1;1064;7;0;0;;;;
borde1;;s.f.;;tl;1;1064;15;0;0;;;;
borde2;;s.f.;;tl;1;1064;33;0;1;0;1;1258;9
borde3;;s.f.;;tl;1;1065;5;0;0;;;;
borde4;;s.f.;;tl;1;1065;6;0;0;;;;
bordëiz;;a.;;tl;1;1065;7;0;0;;;;
bordel;;s.m.;;tl;1;1065;13;0;0;;;;
bordelage;;s.m.;;tl;1;1066;7;0;0;;;;
bordele;;s.f.;;tl;1;1066;10;0;0;;;;
bordeler;;v.;;tl;1;1066;15;0;1;0;1;1258;11
bordelet;;s.m.;;tl;1;1066;21;0;0
bordelier;;s.m.;bordeliere ;tl;1;1066;29;0;0
bordeliere;bordelier;s.m.;;;1;1066;29;1;
bordelois;;s.m.;;tl;1;1066;45;0;0
bordëor;;s.m.;;tl;1;1066;50;0;0
border1;;v.;reborder;tl;1;1067;20;0;0
border2;;v.;;tl;1;1067;52;0;0
borderesse;;s.f.;;tl;1;1068;43;0;0
borderie1;;s.f.;;tl;1;1068;51;0;0
borderie2;;s.f.;;tl;1;1069;1;0;0
bordete;;s.f.;;tl;1;1069;4;0;0
bordëure;;s.f.;;tl;1;1069;9;0;0
bordier;;s.m.;;tl;1;1069;28;0;0
bordir;;v.;;tl;1;1069;32;0;0
bordois;;s.m.;;tl;1;1069;43;0;0
bordois;borjois;s.m.;;;1;1073;41;1;
bordon1;;s.m.;;tl;1;1069;44;0;0;;;;
bordon2;;s.m.;;tl;1;1070;21;0;0;;;;
bordoner;;v.;;tl;1;1071;4;0;0;;;;
bore;;s.f.;;tl;1;1071;10;0;0;;;;
borel;;s.m.;borrel;tl;1;1071;15;0;0;;;;
borel;borrel;s.m.;;;1;1076;19;1;;;;;
borele;;s.f.;borrele;tl;1;1071;31;0;0;;;;
borelier;borrelier;s.m.;;;1;1077;33;1;;;;;
boresche;;s.f.;;tl;1;1071;37;0;0;;;;
boretier;;s.m. ;;tl;1;1072;1;0;0;;;;
borgage;;s.m.;;tl;1;1072;7;0;1;0;1;1258;12
borge;;s.f.;;tl;1;1072;30;0;0;;;;
borge espine;;s.f.;;tl;1;1072;34;0;0;;;;
borgerastre;bogerastre;s.m.;;;1;1027;32;1;;;;;
borgne;;a.;;tl;1;1072;41;0;0;;;;
borgnece;;s.f.;;tl;1;1073;20;0;0;;;;
borgniier;;v.;bornier;tl;1;1073;25;0;0
borguignon;;a.;;tl;1;1073;30;0;0
borguin;;a.;;tl;1;1073;34;0;0
borjëel;;s.m.;;tl;1;1073;38;0;0
borjois;;s.m.;bordois;tl;1;1073;41;0;0
borjoisie;;s.f.;;tl;1;1074;8;0;0
borjon;;s.m.;bojon, bochon;tl;1;1074;19;0;0
borjoner;;v.;;tl;1;1074;41;0;0
borle;;s.f.;;tl;1;1075;2;0;0
borne;bone;s.f. und m.;;;1;1055;29;1;
borner;boner;v.;;;1;1057;39;1;
bornier;borgniier;v.;;;1;1073;25;1;
bornir;;v.;;tl;1;1075;10;0;0
boröete;beröete;s.f.;;;1;930;7;1;
boron;;s.m.;;tl;1;1075;14;0;0
borraz;;s.m.;;tl;1;1075;18;0;0
borre;;s.f.;;tl;1;1075;36;0;0
borree1;;s.f.;;tl;1;1076;11;0;0
borree2;;s.f.;;tl;1;1076;12;0;0
borrel;;s.m.;borel;tl;1;1076;19;0;0
borrel;borel;s.m.;;;1;1071;15;1;
borrele;borele;s.f.;;;1;1071;31;1;
borrelerie;;s.f.;;tl;1;1077;24;0;0
borrelet;;s.m.;;tl;1;1077;30;0;0
borrelier;;s.m.;borelier;tl;1;1077;33;0;0
borrofler;borsofler;v.;;;1;1080;37;1;
borsatif;;a.;;tl;1;1077;44;0;0
borse;;s.f.;;tl;1;1077;50;0;0
borsee;;s.f.;;tl;1;1079;34;0;0
borsel;;s.m.;;tl;1;1079;45;0;0
borser1;;v.;;tl;1;1080;1;0;0
borser2;;v.;;tl;1;1080;10;0;0
borsete;;s.f.;;tl;1;1080;15;0;0
borsier;;s.m.;borsiere ;tl;1;1080;21;0;0
borsiere;borsier;s.m.;;;1;1080;21;1;
borsofler;;v.;borrofler, bossofler;tl;1;1080;37;0;0
bort;outrebort;adv.;;;6;1429;47;1;
bort1;;s.m.;outre bort , outrebort ;tl;1;1080;50;0;0
bort2;;s.m.;;tl;1;1082;37;0;0
borzaine;;s.f.;;tl;1;1082;41;0;0
bos;;a.;;tl;1;1082;46;0;0
bos;bois;s.m.;;;1;1031;5;1;
bosacle;;s.m.;bosecle;tl;1;1082;50;0;0
boscel;;s.m.;;tl;1;1083;1;0;0
boscelet;;s.m.;;tl;1;1083;9;0;0
boscet;;s.m.;;tl;1;1083;13;0;0
boscetel;;s.m.;;tl;1;1083;22;0;0
boschage;;s.m., a.;;tl;1;1083;25;0;0
boschal;;s.m.;;tl;1;1083;45;0;0
boscheron;;s.m.;buscheron;tl;1;1083;49;0;0
boschiier;;v.;;tl;1;1084;1;0;0
boschillon;;s.m.;;tl;1;1084;5;0;0
bose;;s.f.;beuse;tl;1;1084;10;0;0
bose;boise1;s.f.;;;1;1033;13;1;
bose;boise2;s.f.;;;1;1033;39;1;
bosecle;bosacle;s.m.;;;1;1082;50;1;
bosee;;s.f.;;tl;1;1084;25;0;0
boserer;;v.;;tl;1;1084;30;0;0
bosier;boisier1;v.;;;1;1034;34;1;
bosme;basme;s.m. (und f.);;;1;860;17;1;
bosne;bone;s.f. und m.;;;1;1055;29;1;
bosnenc;bonenc;s.m.;;;1;1057;30;1;
bosner;boner;v.;;;1;1057;39;1;
bosoignable;besoignable;a.;;;1;944;4;1;
bosoigne;besoigne;s.f.;;;1;944;13;1;;;;;
bosoignier;besoignier;v.;;;1;945;34;1;;;;;
bosquillon;;s.m.;;tl;1;1084;41;0;0;;;;
bossac;;s.m.;;tl;1;1085;4;0;0;;;;
bossofler;borsofler;v.;;;1;1080;37;1;;;;;
bot1;;s.m.;;tl;1;1085;12;0;0;;;;
bot2;;s.f. und m.;boz;tl;1;1087;23;0;0;;;;
bot3;;s.m.;;tl;1;1088;5;0;0;;;;
bot4;;s.m.;;tl;1;1088;9;0;0;;;;
bote1;;s.f.;;tl;1;1088;46;0;0;;;;
bote2;;s.f.;;tl;1;1088;50;0;0;;;;
botecuison;;s.m.;;tl;1;1089;29;0;0;;;;
botecul;;s.m.;;tl;1;1089;33;0;0;;;;
boteculer;;v.;;tl;1;1089;38;0;1;0;1;1258;13
botee1;;s.f.;;tl;1;1089;49;0;0;;;;
botee2;;s.f.;;tl;1;1089;50;0;0;;;;
bote en coroie;;s.f. und m.;;tl;1;1090;4;0;0;;;;
botehors;;s.m.;;tl;1;1090;41;0;0;;;;
boteille;;s.f.;;tl;1;1090;46;0;0;;;;
boteillerie;;s.f.;;tl;1;1091;16;0;0;;;;
boteillier;;s.m.;;tl;1;1091;27;0;0;;;;
botëis;;a., s.m.;;tl;1;1091;48;0;0;;;;
botelet;;s.m.;;tl;1;1092;5;0;0;;;;
botelete;;s.f.;;tl;1;1092;8;0;0;;;;
botement;;s.m.;;tl;1;1092;12;0;0;;;;
botëoir;;s.m.;;tl;1;1092;15;0;0;;;;
boter1;;v.;;tl;1;1092;19;0;0;;;;
boter2;;v.;;tl;1;1094;10;0;0;;;;
boter3;;v.;;tl;1;1094;13;0;0;;;;
boterel;;s.m.;;tl;1;1094;16;0;0;;;;
boterez;;a.;;tl;1;1094;33;0;1;0;1;1258;14
boteril;;s.m.;;tl;1;1094;38;0;0;;;;
boterole;;s.f.;;tl;1;1094;41;0;0
boteron;;s.m.;;tl;1;1094;48;0;0
boticle;;s.f.;;tl;1;1095;1;0;0
botin;butin;s.m.;;;1;1211;27;1;
botine;;s.f.;;tl;1;1095;7;0;0
botine;bodine;s.f.;;;1;1023;10;1;
boton;;s.m.;;tl;1;1095;15;0;0
botoncel;;s.m.;;tl;1;1096;14;0;0
botoner;;v.;;tl;1;1096;22;0;0
botonëure;;s.f.;;tl;1;1096;50;0;0
botonier;;s.m.;;tl;1;1097;4;0;0
bou ;;s.f.;;tl;1;1097;21;0;0
bou;bo;s.m.;;;1;1006;45;1;
bouc;boc;s.m.;;;1;1010;20;1;
boucan;;s.m.;;tl;1;1097;27;0;0
boudre;bolir;v.;;;1;1045;36;1;
bouge1;;s.f.;;tl;1;1097;35;0;0;;;;
bouge2;;s.m.;;tl;1;1097;52;0;0;;;;
bouge3;;s.m.;;tl;1;1098;17;0;0;;;;
bougete;;s.f.;;tl;1;1098;34;0;1;0;1;1258;15
bougier;;v.;;tl;1;1098;36;0;0;;;;
bougre;;s.m.;;tl;1;1099;5;0;1;0;1;1258;16
bougrerie;;s.f.;;tl;1;1099;38;0;0;;;;
bougresche;bougrois;a.;;;1;1100;15;1;;;;;
bougresie;;s.f.;;tl;1;1099;48;0;0;;;;
bougresse;;s.f.;;tl;1;1100;9;0;0;;;;
bougrois;;a.;bougresche;tl;1;1100;15;0;0;;;;
boujon;bouzon;s.m.;;;1;1100;19;1;;;;;
boullon;boillon;s.m.;;;1;1029;36;1;;;;;
bouzon;;s.m.;bojon, boujon, bodon;tl;1;1100;19;0;1;0;1;1258;17
bovart;;s.m.;;tl;1;1101;22;0;0;;;;
bovaton;;s.m.;;tl;1;1101;23;0;0;;;;
bove;;s.f.;vodve, vode, vove;tl;1;1101;28;0;0
bove;vodve;s.f.;;;11;608;38;1;
bovel1;;s.m.;;tl;1;1102;1;0;0
bovel2;;s.m.;;tl;1;1102;2;0;0
bovele;;s.f.;;tl;1;1102;4;0;0
bover;;v.;;tl;1;1102;5;0;0
boverande;;s.f.;;tl;1;1102;10;0;0
boverie;;s.f.;;tl;1;1102;17;0;0
bovet1;;s.m.;;tl;1;1102;22;0;0
bovet2;;s.m.;;tl;1;1102;27;0;0
bovier;;s.m.;;tl;1;1102;33;0;0
bovin;;a.;;tl;1;1102;43;0;0
boz;bot2;s.f. und m.;;;1;1087;23;1;
bräaille;;s.f.;bläaille;tl;1;1102;47;0;0
bräaille;bläaille;s.f.;;;1;983;11;1;
bräal;;s.m.;;tl;1;1102;49;0;0
bräalerie;braialerie;s.f.;;;1;1110;2;1;
bräalier;braialier;s.m.;;;1;1110;5;1;
brabançon;;s.m.;brebençon;tl;1;1103;3;0;0
braçaille;;s.f.;;tl;1;1103;22;0;0
brace;;s.f.;;tl;1;1103;26;0;0
bracel1;;s.m.;;tl;1;1104;25;0;0
bracel2;;s.m.;;tl;1;1104;27;0;0
bracelet;;s.m.;;tl;1;1104;31;0;0
bracement;;s.m.;;tl;1;1104;41;0;0
bracëor;;s.m.;brassëor;tl;1;1104;46;0;0
braceresse;;s.f.;;tl;1;1105;1;0;0
bracerie;;s.f.;;tl;1;1105;5;0;0
bracerole;;s.f.;;tl;1;1105;8;0;0
brachet;;s.m.;;tl;1;1105;21;0;0
brachete;;s.f.;;tl;1;1105;37;0;0
brachetet;;s.m.;;tl;1;1105;41;0;0
braciee;;s.f.;;tl;1;1105;43;0;0
bracier1;;v. ;brasser;tl;1;1106;15;0;0
bracier2;;v.;brasser;tl;1;1106;29;0;0
braciere;;s.f.;;tl;1;1107;34;0;0
bracin;;s.m.;brassin;tl;1;1107;45;0;0
braçoiier;;v.;;tl;1;1108;1;0;0
bracole;;s.f.;;tl;1;1108;7;0;0
bracon;;s.m.;;tl;1;1108;17;0;0
braconier;;s.m.;;tl;1;1108;26;0;0
braçuel;;s.m.;;tl;1;1108;40;0;0
bräel;braiel;s.m.;;;1;1112;21;1;
bräerie;braierie;s.f.;;;1;1113;38;1;
bragot;;s.m.;;tl;1;1108;50;0;0
brahain;;a.;brahin, baraing;tl;1;1109;3;0;0
brahain;baraing;a.;;;1;829;9;1;
brahin;baraing;a.;;;1;829;9;1;
brahin;brahain;a.;;;1;1109;3;1;
brahon;brohon;s.m.;;;1;1160;27;1;
brai;broi;s.m.;;;1;1161;15;1;
brai1;;s.m.;brau;tl;1;1109;7;0;0
brai2;;s.m.;;tl;1;1109;50;0;0
braialerie;;s.f.;bräalerie;tl;1;1110;2;0;0
braialier;;s.m.;bräalier;tl;1;1110;5;0;0
braidif;;a.;bredif, bräif ;tl;1;1110;12;0;0
braidir;;v.;;tl;1;1110;38;0;0
braidison;;s.f.;;tl;1;1110;50;0;0
braidoner;;v.;bredoner;tl;1;1111;4;0;0
braie;;s.f.;;tl;1;1111;13;0;0
braiel;;s.m.;bräel;tl;1;1112;21;0;0
braiement;;s.m.;;tl;1;1113;3;0;0
braier;;s.m.;;tl;1;1113;5;0;0
braierie;;s.f.;bräerie;tl;1;1113;38;0;0
braiete;;s.f.;;tl;1;1113;42;0;0
bräif;braidif;a.;;;1;1110;12;1;
braillier;;v.;;tl;1;1113;49;0;0
brain;brin;s.m.;;;1;1150;31;1;
braine;;s.f. ;;tl;1;1114;5;0;0
braine;braisme;s.f.;;;1;1116;7;1;
braiol;braiuel;s.m.;;;1;1117;1;1;
braion;broion1;s.m.;;;1;1164;23;1;
braios;;a.;;tl;1;1114;17;0;0
braire;;v.;;tl;1;1114;23;0;0
brais;;s.m.;;tl;1;1115;41;0;0
braisier;;v.;;tl;1;1116;1;0;0
braisme;;s.f.;brasme, brene, bresme, braine, braisne;tl;1;1116;7;0;0
braisne;braisme;s.f.;;;1;1116;7;1;
brait;;s.m.;;tl;1;1116;23;0;0
braite;;s.f.;;tl;1;1116;45;0;0
braiterie;;s.f.;;tl;1;1116;49;0;0
braiuel;;s.m.;braiol;tl;1;1117;1;0;0
brame;;s.f.;;tl;1;1117;26;0;0
bran;bren;s.m.;;;1;1133;37;1;
